danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.731,0.632,-14.24,0.0623,0.146,0.0125,0.0809,0.326,145.027,4EYpUo1xhDRdburHyvAyEm,187312
0.482,0.786,-5.735,0.032,0.00321,8.88e-05,0.446,0.793,126.755,4DMKwE2E2iYDKY01C335Uw,323000
0.702,0.939,-3.348,0.0331,0.263,0.0,0.667,0.793,98.007,6MZUwA0hHNMYrH6LfxJxAH,202040
0.661,0.782,-5.797,0.0369,0.132,0.0,0.0546,0.534,124.029,6hUh2qoDK6V132m3pqrToE,218067
0.681,0.372,-8.237,0.0432,0.64,0.0,0.169,0.476,91.873,1mXVgsBdtIVeCLJnSnmtdV,201000
0.872,0.391,-9.144,0.242,0.469,4.13e-06,0.297,0.437,134.021,7m9OqQk4RVRkw9JJdeAw96,119133
0.662,0.739,-5.354,0.0322,0.00206,0.0603,0.113,0.382,130.999,6JY1IdkZGeIcPegKxjSKeb,188960
0.751,0.834,-5.444,0.0437,0.3,1.77e-05,0.355,0.894,95.053,6naxalmIoLFWR0siv8dnQQ,211160
0.732,0.73,-6.208,0.098,0.149,0.0,0.309,0.633,84.993,2qpopjwX7LzOgojlMOwjHM,254093
0.53,0.422,-6.262,0.0342,0.407,0.0,0.107,0.349,119.964,2vwlzO0Qp8kfEtzTsCXfyE,221360
0.696,0.893,-2.963,0.076,0.0662,0.0,0.473,0.573,97.954,5InWRmnfgjVwQWoXHNBATu,214013
0.758,0.557,-4.568,0.034,0.0117,0.0,0.0418,0.781,126.986,2fQxE0jVrjNMT9oJAXtSJR,231840
0.629,0.947,-3.982,0.156,0.0152,0.0,0.0595,0.347,122.019,4i55R0S2I64mhS5biNbECZ,210507
0.742,0.468,-5.557,0.0625,0.0465,0.0,0.826,0.369,86.443,5EGPf0nqO7vEIwsOX6Er98,242200
0.912,0.716,-4.141,0.0697,0.0904,0.0,0.0491,0.377,94.981,3W3KtDwAIg3mAruSpnfG3Q,199938
0.671,0.771,-4.821,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,27tNWlhdAryQY04Gb2ZhUI,223546
0.823,0.822,-5.323,0.0334,0.113,4.57e-05,0.0688,0.938,125.026,3uWiL6wFXsW7x6UhL5nW59,211377
0.313,0.286,-10.593,0.0324,0.934,0.0451,0.0974,0.287,80.925,6nYEkOrpEjeNV3MBLwoZBG,208504
0.779,0.956,-3.874,0.0445,0.0386,2.82e-05,0.0761,0.775,105.847,0TRN3R021yjMRlNHMQOOmj,219093
0.432,0.895,-2.117,0.192,0.245,0.000393,0.476,0.452,188.858,5jaOa7ybiQjBdhoouGuNjH,249013
0.426,0.584,-5.293,0.296,0.0383,0.0,0.192,0.272,193.438,557un1HgwYMuqfWGSTmnxw,192587
0.693,0.705,-5.747,0.0665,0.0228,0.0,0.202,0.45,131.951,38iU2jg98IZZEIJPrP7aWD,237947
0.548,0.833,-3.294,0.0497,0.199,0.0,0.305,0.467,190.029,6dDIOU6AqgLkrjFNPgvKY6,229693
0.629,0.647,-5.169,0.0283,0.0013,0.0291,0.122,0.211,94.017,4esuGn0nJtOrzKUe0SOPtO,245120
0.613,0.777,-3.933,0.0688,0.0985,0.0,0.356,0.626,129.482,1RvfOe1ctPtrVAENlgxRpS,252093
0.657,0.725,-4.863,0.205,0.00512,9.85e-05,0.108,0.578,173.017,6mVvHypAxQT1wxpduZPUp2,193720
0.465,0.956,-3.34,0.128,0.00963,0.000101,0.335,0.665,184.126,471JGLzHPrgM4lS9mNOEIt,206680
0.399,0.787,-2.88,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,4VrWlk8IQxevMvERoX08iC,216120
0.759,0.699,-5.745,0.0307,0.202,0.000131,0.443,0.907,92.96,3MjUtNVVq3C8Fn0MP3zhXa,211067
0.869,0.546,-6.755,0.327,0.0512,0.0113,0.0541,0.855,146.118,6GQuF9vzJAVs7fYN9ftBdP,200320
0.847,0.843,-3.579,0.106,0.415,0.000134,0.107,0.963,110.027,6ldwfK0yWgTAlmIfuQkTYN,203600
0.756,0.612,-4.371,0.0317,0.0659,0.0,0.274,0.452,111.572,3tSuRiNgJmMqmYR23dCqnR,218400
0.748,0.788,-7.055,0.0334,0.0591,0.0,0.0863,0.884,120.076,494OU6M7NOf4ICYb4zWCf5,235493
0.521,0.552,-5.628,0.327,0.317,2.25e-05,0.381,0.936,97.535,5JZpQuRIX8MTiKwuELjTlx,221293
0.453,0.708,-4.192,0.385,0.0242,6.16e-06,0.167,0.506,175.855,3qim3nNFg4aSTLZDLAFXhx,227667
0.666,0.87,-5.004,0.246,0.203,0.0,0.0851,0.9,160.014,2Adn2LNgkHMH5TelQVAu4n,243920
0.816,0.751,-3.132,0.0421,0.0502,0.0,0.166,0.945,139.981,4hJ5VaRy16jJcENIMZT4sl,231933
0.754,0.811,-3.679,0.0561,0.0185,5.18e-06,0.654,0.639,109.902,0PSZ9G584Ve27GK6ThlY6P,267960
0.802,0.682,-5.924,0.222,0.111,1.39e-05,0.109,0.586,123.95,20jYtEun4dUdYZ9foaOC48,326960
0.63,0.504,-6.152,0.0334,0.0953,0.0,0.308,0.487,89.946,1oQZk2bKBLgP1cbuFKvjkq,249867
0.552,0.98,-4.676,0.254,0.00159,0.00552,0.438,0.668,162.961,4Dio1t8RHzLv1nfPJTSZyP,195440
0.613,0.857,-5.492,0.0366,0.0012,0.0,0.358,0.664,124.987,56ZrTFkANjeAMiS14njg4E,182000
0.63,0.886,-5.216,0.076,0.0107,0.00011,0.214,0.824,165.012,6dfGLBg7wrGKCKIkhgVzpX,196547
0.268,0.716,-4.151,0.0337,0.0421,9.88e-06,0.108,0.393,160.008,4PFAm88FBkY7IFtvCaGctZ,237000
0.667,0.954,-3.462,0.0817,0.0296,0.0,0.331,0.807,114.03,2VEsmoek0sol9MnJFyoG9e,175093
0.72,0.776,-5.331,0.043,0.00549,0.000298,0.365,0.135,125.96,4w2sOKmotzKsdGDLHic94B,219213
0.76,0.575,-4.06,0.0444,0.282,0.000383,0.0993,0.314,131.983,6n2GPvMJtFZ4ckoc9EWHMx,225493
0.712,0.911,-3.866,0.0445,0.689,8.02e-06,0.107,0.85,117.533,52K4Nl7eVNqUpUeJeWJlwT,196053
0.766,0.809,-6.123,0.279,0.0011,0.0,0.168,0.325,130.127,722tgOgdIbNe3BEyLnejw4,188013
0.727,0.431,-12.007,0.395,0.0111,0.0166,0.506,0.223,150.005,6DB2KOEwHnjkgEnBt5SdeJ,257987
0.919,0.506,-7.14,0.304,0.132,0.0,0.0771,0.273,97.465,2LvRR121MWFmmEGkuV2vQP,220240
0.874,0.706,-5.132,0.207,0.182,0.0,0.334,0.895,89.961,6Xa2q0dapj03CsRzmD0Os5,216248
0.635,0.866,-4.671,0.221,0.104,0.0,0.217,0.463,80.813,3gSU89v4GbfZbvxTmkIsqz,290093
0.761,0.899,-3.09,0.183,0.0135,0.0,0.0719,0.673,95.027,1zzxoZVylsna2BQB65Ppcb,217587
0.855,0.954,-1.19,0.264,0.529,0.0,0.205,0.668,114.635,7Ie9W94M7OjPoZVV216Xus,248133
0.718,0.786,-5.76,0.0284,0.0114,2.5e-05,0.0745,0.465,99.916,1GIN41bLhiKeEPeC2vXH8i,267320
0.947,0.853,-4.489,0.164,0.000931,0.0,0.0502,0.887,99.887,4NTn0Yo8hTGW5tbBANBzfh,259088
0.849,0.498,-7.872,0.272,0.116,4.49e-05,0.268,0.502,92.98,72LDmbkNgeHcsaBhjSaFPA,359973
0.77,0.858,-1.835,0.125,0.0111,0.0,0.0904,0.754,85.487,6mqmYfy7i8rBqgs3e2J0d4,257933
0.767,0.677,-6.128,0.184,0.0339,5.51e-06,0.144,0.538,146.155,3hsmbFKT5Cujb5GQjqEU39,222587
0.515,0.902,-4.729,0.383,0.0313,0.0,0.093,0.628,174.589,3uMB82o0qa7erhiZBW9KQC,238419
0.664,0.704,-6.859,0.0974,0.0233,0.0,0.112,0.633,147.067,7KyTq7H5f3Oavmuo9TX6QK,196336
0.692,0.774,-2.48,0.0876,0.0623,0.0,0.873,0.349,134.952,2nBI3iWLhupR7LyAJ5GGkE,334253
0.926,0.666,-5.314,0.244,0.0611,0.0,0.123,0.168,127.079,0M9ydKzuF3oZTfYYPfaGX1,343150
0.585,0.52,-6.136,0.0712,0.124,7.01e-05,0.131,0.129,159.801,0e7ipj03S05BNilyu5bRzt,218147
0.636,0.783,-6.406,0.0899,0.102,0.0,0.0859,0.511,145.921,1pnYHu0479JaG3ESOTs0ZU,190560
0.621,0.854,-5.213,0.0467,0.0382,0.0,0.178,0.445,152.03,1hYSyi6LY9LkdYH0EjoFCO,207357
0.766,0.709,-6.471,0.123,0.204,1.41e-05,0.126,0.506,128.07,1P17dC1amhFzptugyAO7Il,211853
0.526,0.882,-4.006,0.0509,0.0014,0.0,0.144,0.424,144.982,0XfuvxptNRVoEWp7SaneV8,211493
0.694,0.709,-6.205,0.103,0.0966,0.0,0.267,0.566,114.966,0jTTjg6q4jsd2RhuHwTvLj,188000
0.772,0.648,-6.222,0.0612,0.161,0.0,0.269,0.741,129.966,0x4KuMldlnPMniT86Cmyep,225560
0.549,0.947,-5.141,0.0702,0.00191,0.0322,0.333,0.38,139.747,2JjDgorBAd8Er6IS5Weyok,213413
0.617,0.84,-4.063,0.0512,0.36,8.85e-05,0.179,0.57,94.676,3LI4MmibTkXH5cGpCGZgyw,241840
0.757,0.654,-10.263,0.0325,0.273,0.000875,0.0565,0.971,118.506,6wNmHqU0iqqaiJ2ypZEc4J,209333
0.617,0.977,-7.028,0.0276,0.153,0.0016,0.133,0.679,131.965,7CvOnbFdnIoXMQ4eFCo5lB,214533
0.864,0.701,-7.009,0.0433,0.0198,0.000856,0.0635,0.882,121.055,3BnTYFrWGVwYFe1E8SXqY6,232053
0.692,0.497,-7.316,0.119,0.676,0.0,0.259,0.475,81.308,4pbJqGIASGPr0ZpGpnWkDn,122067
0.582,0.606,-9.961,0.0289,0.124,0.00139,0.151,0.504,111.441,3wfujdbamR3Z46F4xav7LM,234493
0.685,0.584,-10.616,0.0276,0.288,0.00918,0.124,0.939,134.546,5vmRQ3zELMLUQPo2FLQ76x,302413
0.926,0.808,-3.148,0.0599,0.000915,0.00327,0.0515,0.701,127.998,6lZs6TqQVWx98cdjkOkG9i,215625
0.731,0.807,-6.492,0.1,0.181,0.751,0.319,0.765,114.759,2bLqfJjuC5syrsgDsZfGmn,179120
0.612,0.735,-5.074,0.0282,0.00202,0.00118,0.328,0.783,126.326,1OutzYv6YiN93lrT3pJsWR,226053
0.436,0.893,-4.18,0.0556,0.000362,0.0,0.103,0.0794,124.113,5rLi8B8qgk6qThwRnKHW2P,226680
0.523,0.561,-9.444,0.0275,0.732,2.55e-05,0.126,0.176,135.972,61iJ9cAYgB5rJamvuChwEn,216933
0.639,0.644,-4.5,0.0319,0.0133,1.37e-05,0.119,0.413,112.038,2rk4s5NBhtHhhJIfjoaWES,198680
0.711,0.811,-7.238,0.0781,0.678,0.000281,0.202,0.313,99.995,5HFUJIjkg7DgP3EuWtZ1rA,246580
0.712,0.51,-8.162,0.0633,0.446,2.46e-05,0.112,0.268,122.964,2Za1AlJNvksouPPWbXpR2X,240507
0.568,0.631,-5.623,0.0273,0.033,0.0,0.144,0.23,105.096,2y8YG1jYn2ux3B0cAdL1Il,225027
0.581,0.717,-4.433,0.0318,0.0298,0.000186,0.243,0.316,107.884,7GAaTpSoTWUTbP2Yxlt4Hd,236440
0.648,0.908,-4.251,0.108,0.0113,0.0,0.374,0.793,131.147,0H1OyEooZ5SzBYYdJEzxoy,228240
0.377,0.228,-11.938,0.037,0.67,0.0,0.11,0.219,120.178,69NoXdIrkoHfXCKD9EuxEp,194493
0.704,0.68,-4.751,0.0581,0.0059,0.0,0.213,0.689,123.973,4Hsn8y4PcSU6bm9bLB1gwy,220682
0.7,0.828,-6.748,0.155,0.000703,0.0,0.338,0.78,128.064,7m57IP5ArzZkwkM4uDWjgR,203600
0.456,0.808,-5.653,0.391,0.145,0.0,0.0632,0.162,88.073,0SDJmLCAWqHTo9bfKRAiRw,218456
0.747,0.841,-5.05,0.22,0.142,0.0,0.215,0.642,124.913,5g7vPp2wdu7XoHfEeRlqqe,208370
0.724,0.804,-4.614,0.0448,0.124,0.0,0.204,0.306,124.987,0tBbt8CrmxbjRP0pueQkyU,197993
0.62,0.835,-6.634,0.0984,0.0964,1.23e-05,0.269,0.0535,96.09,68biLwi894rMQPeIiSky2t,217107
0.662,0.714,-5.68,0.121,0.312,0.0,0.179,0.464,147.997,52okn5MNA47tk87PeZJLEL,212120
0.715,0.742,-4.331,0.0347,0.052,2.47e-05,0.364,0.322,106.971,4tERsdVCLtLtrGdFBf9DGC,230880
0.643,0.783,-6.458,0.0856,0.047,0.0,0.083,0.579,154.084,7iDa6hUg2VgEL1o1HjmfBn,163870
0.8,0.535,-6.684,0.135,0.0713,9.48e-06,0.213,0.451,92.027,1ZY1PqizIl78geGM4xWlEA,209680
0.675,0.751,-3.539,0.0296,0.0604,0.0,0.0893,0.612,118.384,7y9iMe8SOB6z3NoHE2OfXl,181279
0.696,0.522,-9.489,0.0872,0.0337,6.35e-06,0.113,0.0934,124.025,35jDoWIcDcIUyGSATx82ur,268920
0.808,0.762,-5.069,0.0803,0.0904,0.0,0.129,0.505,101.922,1aUF83Zjjy9Z2cXWA10DHP,194587
0.556,0.538,-5.408,0.0382,0.0689,0.0,0.196,0.291,143.95,75ZvA4QfFiZvzhj2xkaWAh,223347
0.702,0.762,-2.733,0.0328,0.00196,0.000451,0.142,0.233,95.019,4f1QbCjIAgQwnf7ms9NXWx,164200
0.717,0.855,-6.014,0.25,0.116,0.0,0.0627,0.623,134.926,2xRRSWrjBy8tFJaEHMAMQS,292580
0.663,0.741,-6.64,0.135,0.0884,0.0,0.161,0.272,99.029,0QMQzOLL3tUDnCEcpolpBe,190701
0.654,0.711,-7.437,0.0383,0.0214,0.00191,0.0903,0.198,127.957,2DGa7iaidT5s0qnINlwMjJ,193788
0.767,0.718,-4.375,0.106,0.325,3.26e-06,0.0986,0.493,109.987,3GMw3vcTaYduNJSVAllpmv,203892
0.584,0.878,-3.602,0.279,0.0372,0.0,0.293,0.62,112.872,7wCc1HYuZCRllw6HdL94R4,170907
0.591,0.385,-9.43,0.068,0.137,0.00728,0.13,0.131,80.028,4yixqeQO705CGE4ywoQUs0,242732
0.762,0.615,-3.986,0.0965,0.00172,0.0025,0.0894,0.369,126.006,5dt6LAgGZrkhgUjqfOhhIk,405467
0.705,0.805,-4.887,0.0595,0.134,0.000139,0.367,0.887,120.022,1nAGuIZXz6vb8XW0xiMqic,223493
0.967,0.599,-5.659,0.0706,0.0679,0.0,0.0526,0.964,117.0,4Lvc9SbPc0svm9TEoMgFzB,242800
0.636,0.879,-2.862,0.0702,0.000732,0.446,0.324,0.395,128.004,6lYdV7rTtv3dVpQ89htlRU,221250
0.712,0.562,-6.008,0.129,0.125,0.0,0.136,0.142,140.0,5IRj7ySmm7bNRwij9zxtfY,236480
0.716,0.821,-3.435,0.0314,0.0558,0.0,0.0844,0.618,92.997,6cpk00i5TxCqSeqNi2HuIe,219547
0.743,0.752,-4.813,0.0414,0.0188,0.0,0.287,0.545,110.015,1XGmzt0PVuFgQYYnV2It7A,231173
0.648,0.859,-4.974,0.111,0.00645,0.0282,0.135,0.633,128.03,38JE3O2HocFNvtljgtlNKv,177250
0.579,0.865,-4.692,0.0302,5.63e-05,0.000221,0.649,0.358,104.99,25nzKGDiua1lE9Qo5V19GL,246600
0.701,0.75,-4.622,0.0456,0.011,0.000199,0.125,0.568,113.473,73J1QhDePRYMtpXgo5QPro,240080
0.659,0.885,-5.586,0.0502,0.00989,0.137,0.506,0.744,127.963,2y5lOo1TNIQJIDBc1EDtPX,212152
0.726,0.824,-5.011,0.345,0.584,1.14e-06,0.113,0.382,130.118,60Mq4EumvcSXznNugo9Op3,289587
0.924,0.74,-1.299,0.0774,0.0827,0.0,0.163,0.621,133.974,7iXF2W9vKmDoGAhlHdpyIa,222293
0.831,0.783,-6.719,0.0527,0.079,1.27e-06,0.35,0.771,140.046,0hdiDzQu1FsfaYM1NIL8ma,218440
0.725,0.874,-3.715,0.0396,0.00262,0.000412,0.0958,0.748,127.985,1KtD0xaLAikgIt5tPbteZQ,247933
0.836,0.67,-6.907,0.23,0.00826,0.000355,0.0837,0.556,107.018,5iUQMwxUPdJBFeGkePtM66,305350
0.879,0.609,-4.943,0.114,0.0071,0.0,0.072,0.569,123.991,7uKSil5r7uHexnM9lukPTc,222773
0.806,0.747,-5.617,0.2,0.0622,0.0,0.106,0.107,101.819,314bi2IzSFaBWmAfn1c0eu,127059
0.844,0.747,-4.282,0.266,0.379,0.0,0.233,0.509,102.013,6vSCM2SU46QPusXLiy0kjz,150622
0.834,0.611,-4.585,0.207,0.103,0.0,0.0578,0.893,103.011,0Xf805Zcfll6tIut8lKGJS,168171
0.811,0.641,-4.167,0.256,0.205,0.0,0.547,0.781,134.971,51w95jAPQDOWN3M7xopWWh,152822
0.79,0.636,-5.45,0.0672,0.00082,0.0,0.124,0.158,137.961,1hr8c67jxMqSgJwX2d7jH0,204476
0.79,0.714,-7.86,0.202,0.00142,0.0,0.111,0.559,150.033,4l62h4tiuUwn7eD6hxMlVQ,217678
0.667,0.492,-8.612,0.03,0.321,0.0,0.0744,0.796,95.976,0B3LaidsxjnBTUlKgKQQe5,171250
0.597,0.7,-4.969,0.192,0.4,0.0,0.183,0.553,103.209,330CwDQh6mZ9yAWnJ1svDL,194827
0.73,0.667,-5.098,0.0335,0.18,0.0,0.0631,0.425,123.012,39a5hrymfoFgpMxBn3BAPn,213640
0.677,0.485,-5.795,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,7795WJLVKJoAyVoOtCWqXN,239317
0.862,0.476,-7.195,0.0485,0.00844,0.113,0.122,0.581,124.952,3OZ7QMZ5wneoWSCuEj45jt,223485
0.884,0.53,-5.776,0.0379,0.0144,0.0,0.095,0.262,99.021,7F51q96XofOD2lntm7hzvQ,206187
0.709,0.583,-6.814,0.0595,0.137,0.0,0.395,0.545,123.927,2rpWXKjsErmTQWSbxjvHH3,273640
0.925,0.518,-5.831,0.106,0.00433,0.0,0.0976,0.241,120.064,2L8cFPItBljPNJgPjTnuIf,231067
0.654,0.578,-6.897,0.449,0.546,0.0,0.112,0.233,143.867,70yhaHLp9STtzI2Kzba6Tr,233733
0.684,0.772,-5.976,0.0356,0.00248,0.00406,0.0894,0.0419,128.024,4XNMhMKyymBWTfmaqe7i3b,294253
0.853,0.693,-6.87,0.275,0.0239,0.0,0.11,0.662,95.967,4X5f3vT8MRuXF68pfjNte5,233787
0.431,0.877,-5.677,0.121,0.041,0.00128,0.126,0.484,159.897,4s2rzq6ZpCfg5ODq0z79QG,195093
0.524,0.827,-5.17,0.059,0.00103,0.0267,0.0412,0.236,128.011,662vtOAyenh4uGaEP8buDu,250979
0.643,0.891,-3.908,0.0925,0.0049,0.00165,0.308,0.316,128.047,2UN6a0lRIU0g1zfLQ0rp6p,214096
0.76,0.773,-6.555,0.236,0.094,3.85e-05,0.602,0.827,142.089,5sBShwG9BmGQemBbsBimPb,240667
0.709,0.706,-5.613,0.0802,0.0194,3.19e-05,0.0436,0.503,123.984,3fFjcrLF5X4Qq9Rq4r7MWD,186067
0.665,0.498,-8.185,0.0832,0.228,0.0,0.0757,0.127,81.967,5yuShbu70mtHXY0yLzCQLQ,179613
0.95,0.533,-7.022,0.148,0.247,0.0,0.114,0.675,119.869,6foxplXS0YEq8cO374Lty4,124056
0.797,0.533,-9.74,0.0412,0.0172,0.000152,0.103,0.329,131.036,7AQim7LbvFVZJE3O8TYgf2,146520
0.732,0.75,-6.366,0.231,0.00264,0.0,0.109,0.401,155.096,7GX5flRQZVHRAGd6B4TmDO,182707
0.681,0.314,-9.319,0.0581,0.2,9.82e-06,0.1,0.166,139.992,6mapJIPnQ23RTAevUoE0DL,208120
0.658,0.623,-6.934,0.0398,0.0683,0.0,0.321,0.207,100.436,312WNtMs3F28cUukaPY9bo,250747
0.681,0.701,-6.336,0.0767,0.106,0.0,0.208,0.398,139.952,4IWGnyOHDrVZEtPWfs4s7q,175203
0.788,0.595,-6.529,0.156,0.0216,0.0,0.101,0.73,136.008,1JqT97Gea7tOrQtlvYi27J,262960
0.585,0.52,-6.136,0.0712,0.124,7.01e-05,0.131,0.129,159.801,0e7ipj03S05BNilyu5bRzt,218147
0.564,0.703,-5.459,0.269,0.437,0.00927,0.358,0.477,139.045,4vgTAdLit4VNnxZ7YK06NW,237840
0.544,0.874,-5.108,0.0552,0.00506,0.000229,0.0782,0.635,158.128,5c7tO3OhDBA4CUkdGoKkI2,162053
0.58,0.596,-6.434,0.0377,0.0455,0.0,0.137,0.335,108.054,2oyjhY5mK8DB41ShJbVpFC,208027
0.585,0.761,-5.825,0.0273,0.134,0.956,0.197,0.625,127.009,3QJaomB69CliBLvq2I0x0t,217339
0.627,0.769,-7.136,0.0329,0.00677,0.000151,0.0801,0.39,99.961,3cEsSgxScaS8bLMpNAGjAJ,191439
0.583,0.786,-3.142,0.0301,0.0208,0.0,0.188,0.573,123.055,4E6cwWJWZw2zWf7VFbH7wf,258827
0.502,0.825,-5.614,0.13,0.0465,0.0,0.11,0.468,140.403,3Q8Yi4fkTzDKs5WBeLxs0M,254840
0.662,0.693,-4.298,0.0698,0.134,0.0,0.145,0.655,86.009,5Lgcn7u07bHuqbOtXkN62u,252120
0.692,0.911,-5.098,0.177,0.015,7.71e-05,0.112,0.8,138.975,3AjyOYxBv8bByfBtG5o9dP,190453
0.671,0.531,-5.551,0.0467,0.0307,0.0,0.365,0.28,140.013,5WeiB5JDBy6T5QQxtj09zb,247013
0.867,0.857,-5.892,0.0663,0.13,0.00171,0.13,0.402,130.048,3oDFtOhcN08qeDPAK6MEQG,251440
0.851,0.806,-4.62,0.0787,0.118,1.64e-06,0.121,0.787,118.999,1QV6tiMFM6fSOKOGLMHYYg,237200
0.822,0.739,-4.541,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,1dzQoRqT5ucxXVaAhTcT0J,241933
0.617,0.741,-3.97,0.0311,0.131,0.0,0.0772,0.306,118.984,1D4PL9B8gOg78jiHg3FvBb,236267
0.703,0.444,-9.331,0.0417,0.559,0.0,0.0973,0.712,150.96,1EzrEOXmMH3G43AXT1y7pA,242947
0.802,0.832,-6.297,0.0814,0.00893,0.763,0.0333,0.664,125.999,2Keon5pWEoZRiSjCI03XWt,499987
0.718,0.691,-6.44,0.0387,0.0159,0.0,0.0627,0.552,100.008,5gb9UJkh8TfrNMRYOJNbew,213107
0.713,0.746,-4.99,0.259,0.0402,0.0,0.601,0.47,135.021,7IhsLJMqdxoo7YAZjaSMru,299747
0.276,0.715,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028,2TYC9SaRhYypUQzB1ZVTG2,230760
0.338,0.803,-5.412,0.0413,0.0187,0.0,0.136,0.4,151.994,4IoYz8XqqdowINzfRrFnhi,241853
0.727,0.68,-4.498,0.0286,0.0101,0.0,0.0821,0.728,132.012,6cmm1LMvZdB5zsCwX5BjqE,212507
0.395,0.922,-2.176,0.375,0.19,0.0,0.134,0.558,162.361,3QLjDkgLh9AOEHlhQtDuhs,257690
0.526,0.882,-4.006,0.0509,0.0014,0.0,0.144,0.424,144.982,4Dm32oO01YpIubCHaAtKkN,211493
0.894,0.678,-5.611,0.0523,0.00569,2.43e-06,0.317,0.844,105.024,0eH2eHURaXUP15D8gQlfjx,216333
0.614,0.797,-4.896,0.0314,0.0635,0.0,0.187,0.374,90.946,733ncRLzZQT5UtSPg1QmPc,251533
0.677,0.523,-5.603,0.0439,0.295,0.0,0.15,0.446,60.019,16XNk3bVCSHXN1rlwbXtHb,226507
0.673,0.886,-4.44,0.0431,0.185,0.0,0.0826,0.795,97.012,4HlFJV71xXKIGcU3kRyttv,216773
0.807,0.799,-6.542,0.357,0.222,0.0,0.202,0.432,82.498,7jSYaKdwOlvMsCQW1TX3Ju,194022
0.689,0.638,-7.162,0.297,0.0231,1.54e-06,0.361,0.521,155.087,6fpjYizbXPNbz8zYwLFjAC,201812
0.665,0.498,-8.185,0.0832,0.228,0.0,0.0757,0.127,81.967,5yuShbu70mtHXY0yLzCQLQ,179613
0.664,0.667,-5.941,0.154,0.64,1.22e-06,0.0753,0.381,180.064,32lItqlMi4LBhb4k0BaSaC,227533
0.483,0.439,-10.212,0.238,0.805,0.0,0.637,0.618,81.986,7CcoUAtUcYhUfBsmtn0ajO,303640
0.838,0.771,-3.791,0.244,0.0117,0.0,0.0853,0.405,175.957,2DQ1ITjI0YoLFzuADN1ZBW,245387
0.88,0.428,-8.28,0.206,0.149,5.05e-05,0.114,0.333,100.007,7sO5G9EABYOXQKNPNiE9NR,172800
0.717,0.948,-3.984,0.0539,0.0672,0.000224,0.102,0.755,135.972,3v3K7xgKQahAml0BGjdIfY,218824
0.875,0.814,-3.916,0.043,0.0827,0.0,0.184,0.695,109.996,0gySKxqIOHTVD3YObTsJug,206608
0.762,0.796,-5.842,0.0792,0.0282,0.0,0.0988,0.384,97.992,6jdRdqyMlZQdLAnA7Cl9LD,225187
0.604,0.661,-5.914,0.0375,0.234,0.0,0.0951,0.506,107.016,4sJqSKPc5fZ5OZ8JiVI44N,221440
0.747,0.704,-6.743,0.0986,0.136,0.0,0.131,0.494,136.936,1jQsKN68yE94tMYml0wHMd,213693
0.782,0.435,-7.033,0.156,0.333,1.31e-05,0.342,0.242,82.996,5u6vkDnOyaf8LsteDAj2ub,268933
0.845,0.399,-7.509,0.312,0.00525,0.741,0.102,0.148,143.049,0tdCy39PgWN8LFWu34ORn3,257600
0.658,0.678,-4.407,0.058,0.303,0.0,0.361,0.662,97.976,5yFSF6qQA1rcLsQRnBsZgb,199111
0.636,0.705,-6.859,0.175,0.31,0.0,0.107,0.651,197.81,5jlqJ9ZEZ1t0Q88gOdkFhQ,177370
0.926,0.544,-6.827,0.0726,0.413,9.54e-05,0.112,0.656,115.956,6m6Oy3F6GG0zRwH03rWmTv,231787
0.518,0.724,-6.327,0.0839,0.0308,0.0,0.116,0.334,121.884,6bolfjXj78EIQRB48C6QTc,192731
0.936,0.523,-6.71,0.0597,0.239,0.0,0.117,0.699,119.889,43ZyHQITOjhciSUUNPVRHc,124056
0.829,0.514,-6.694,0.037,0.203,0.000157,0.115,0.397,114.955,7MkysLvt3L8UFji2PceoFU,244340
0.607,0.805,-5.579,0.0608,0.00175,0.0,0.231,0.232,139.894,1hBM2D1ULT3aeKuddSwPsK,202667
0.566,0.663,-7.9,0.0882,0.2,0.0,0.12,0.566,164.122,6wqPgPizZDqTph2ouCbqoj,208392
0.654,0.43,-8.58,0.0341,0.147,0.0,0.375,0.234,122.061,0HM5opcPfHBvwTbnaa5NxX,242027
0.592,0.938,-3.633,0.218,0.379,0.0,0.225,0.481,86.02,1q7mHXeH2BQW9bBLxcjhXE,191240
0.564,0.662,-7.581,0.0319,0.0366,3.42e-05,0.114,0.289,148.044,3HfGkhmx301bUBS7IEPa1g,219747
0.62,0.752,-5.301,0.0565,0.38,0.0,0.103,0.569,147.03,2YLwHjmsYqD8GXCCN1lb4G,230442
0.385,0.654,-6.635,0.0342,0.212,0.0,0.136,0.125,164.196,2o0V0AATmWmCmMOAFWDuEV,267973
0.741,0.759,-5.096,0.12,0.0218,0.0,0.628,0.362,97.084,3jVSV60WZE5jPE2a6KGNFy,225533
0.566,0.766,-5.036,0.0399,0.431,0.0,0.101,0.547,168.005,3Ui2jdyxbZQrZohfM0NOgG,233467
0.502,0.938,-3.114,0.13,0.00098,0.0,0.318,0.35,144.077,4f2aGfZngFF8lQ5pgw9xPV,200347
